study,domain,instrument,outcome,trange,dir_imp,ctrl_cat,design,n_mbp,m_mbp,sd_mbp,n_ctl,m_ctl,sd_ctl,parse_notes,arm1_label,arm2_label,country,USA,participanttype,contacthours,nr_rand,d1,d2,d3,d4,d5,coi,taught
Schroeder 2018,Real life functioning,Routine survey,Patient Self-Reported Satisfaction With Primary Care Physici,Baseline,U,passive,Randomized controlled trial,16.0,9.12,1.36,17.0,9.01,1.29,,Mindfulness,Control,US,yes,2.selective,17,33,Some,High,High,High,Some,N,NR
Schroeder 2018,Real life functioning,Brief Resilience Scale,Resilience,Postintervention,U,passive,Randomized controlled trial,15.0,22.33,4.74,14.0,19.42,4.21,,Mindfulness,Control,US,yes,2.selective,17,33,Some,High,High,High,Some,N,NR
Shapiro 2019,Depression,PHQ-8,Depression,Baseline,D,passive,Randomized controlled trial,20.0,7.6,4.85,21.0,6.95,4.03,,Mindfulness,Control,US,yes,1.universal,10,41,Some,High,High,High,Some,N,NR
Shapiro 2019,Depression,PHQ-8,Depression,Postintervention,D,passive,Randomized controlled trial,15.0,5.87,4.97,13.0,5.85,2.97,,Mindfulness,Control,US,yes,1.universal,10,41,Some,High,High,High,Some,N,NR
Shapiro 2019,Distress,PSS,Perceived Stress,Baseline,D,passive,Randomized controlled trial,20.0,15.45,5.21,21.0,16.95,3.73,,Mindfulness,Control,US,yes,1.universal,10,41,Some,High,High,High,Some,N,NR
Shapiro 2019,Distress,PSS,Perceived Stress,Postintervention,D,passive,Randomized controlled trial,14.0,11.5,5.03,13.0,13.31,6.07,,Mindfulness,Control,US,yes,1.universal,10,41,Some,High,High,High,Some,N,NR
Shapiro 2019,Mindfulness,FFMQ,Mindfulness,Baseline,U,passive,Randomized controlled trial,20.0,112.15,23.23,20.0,114.35,17.55,,Mindfulness,Control,US,yes,1.universal,10,41,Some,High,High,High,Some,N,NR
Shapiro 2019,Mindfulness,FFMQ,Mindfulness,Postintervention,U,passive,Randomized controlled trial,14.0,128.5,19.81,13.0,124.0,22.78,,Mindfulness,Control,US,yes,1.universal,10,41,Some,High,High,High,Some,N,NR
?tefan 2018,Anxiety,Liebowitz Social Anxiety Scale validated in Romanian,Social anxiety,Baseline,D,passive,Randomized controlled trial,22.0,49.45,14.03,24.0,47.04,10.13,,Mindfulness,Control,Romania,no,1.universal,12,71,Some,High,High,High,Some,N,Y
?tefan 2018,Anxiety,Liebowitz Social Anxiety Scale validated in Romanian,Social anxiety,Postintervention,D,passive,Randomized controlled trial,22.0,32.23,16.35,24.0,46.21,13.37,,Mindfulness,Control,Romania,no,1.universal,12,71,Some,High,High,High,Some,N,Y
?tefan 2018,Depression,BDI-II validated in Romanian,Depression,Baseline,D,passive,Randomized controlled trial,22.0,10.68,6.36,24.0,9.04,5.45,,Mindfulness,Control,Romania,no,1.universal,12,71,Some,High,High,High,Some,N,Y
?tefan 2018,Depression,BDI-II validated in Romanian,Depression,Postintervention,D,passive,Randomized controlled trial,22.0,6.82,5.2,24.0,8.71,5.68,,Mindfulness,Control,Romania,no,1.universal,12,71,Some,High,High,High,Some,N,Y
?tefan 2018,Distress,PSS-10 validated in Romanian,Perceived stress,Baseline,D,passive,Randomized controlled trial,22.0,27.45,6.43,24.0,26.75,6.6,,Mindfulness,Control,Romania,no,1.universal,12,71,Some,High,High,High,Some,N,Y
?tefan 2018,Distress,PSS-10 validated in Romanian,Perceived stress,Postintervention,D,passive,Randomized controlled trial,22.0,20.73,5.21,24.0,25.7,8.1,,Mindfulness,Control,Romania,no,1.universal,12,71,Some,High,High,High,Some,N,Y
?tefan 2018,Relationship with self,SCS-12 validated in Romanian,Self-compassion,Baseline,U,passive,Randomized controlled trial,22.0,35.54,5.71,24.0,37.62,5.0,,Mindfulness,Control,Romania,no,1.universal,12,71,Some,High,High,High,Some,N,Y
?tefan 2018,Relationship with self,SCS-12 validated in Romanian,Self-compassion,Postintervention,U,passive,Randomized controlled trial,22.0,42.91,8.66,24.0,37.38,6.88,,Mindfulness,Control,Romania,no,1.universal,12,71,Some,High,High,High,Some,N,Y
Strub 2013,Depression,BDI-13 validated in French- Include,Depression,Baseline,D,passive,Randomized controlled trial,10.0,4.701,2.75,10.0,1.502,1.9,,Mindfulness,Control,Luxembourg,no,1.universal,16,20,Some,High,Low,High,Some,NR,NR
Strub 2013,Depression,BDI-13 validated in French- Include,Depression,Postintervention,D,passive,Randomized controlled trial,10.0,2.7,1.7,10.0,1.2,1.87,,Mindfulness,Control,Luxembourg,no,1.universal,16,20,Some,High,Low,High,Some,NR,NR
Strub 2013,Distress,PSS validated in french,Perceived Stress,Baseline,D,passive,Randomized controlled trial,10.0,39.8,5.99,10.0,31.4,7.94,,Mindfulness,Control,Luxembourg,no,1.universal,16,20,Some,High,Low,High,Some,NR,NR
Strub 2013,Distress,PSS validated in french,Perceived Stress,Postintervention,D,passive,Randomized controlled trial,10.0,38.4,5.66,10.0,27.9,8.42,,Mindfulness,Control,Luxembourg,no,1.universal,16,20,Some,High,Low,High,Some,NR,NR
Strub 2013,Real life functioning,MBI subscales validated in French,Burnout,Baseline,D,passive,Randomized controlled trial,10.0,21.8,9.43,10.0,9.302,9.15,,Mindfulness,Control,Luxembourg,no,1.universal,16,20,Some,High,Low,High,Some,NR,NR
Strub 2013,Real life functioning,MBI subscales validated in French,Burnout,Postintervention,D,passive,Randomized controlled trial,10.0,15.3,7.31,10.0,6.504,7.26,,Mindfulness,Control,Luxembourg,no,1.universal,16,20,Some,High,Low,High,Some,NR,NR
Thomas 2016,Depression,BDI-II,Depression,Baseline,D,passive,Randomized controlled trial,12.0,9.8,5.41,12.0,11.25,7.28,,Mindfulness,Control,United Arab Emirates,no,1.universal,8.5,24,Some,High,Some,High,Some,NR,Y
Thomas 2016,Depression,BDI-II,Depression,Postintervention,D,passive,Randomized controlled trial,12.0,3.88,3.14,12.0,9.18,8.38,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,United Arab Emirates,no,1.universal,8.5,24,Some,High,Some,High,Some,NR,Y
VanBerkel 2014,Mindfulness,MAAS Dutch,Mindfulness,1-6months,U,passive,Randomized controlled trial,115.0,3.9,0.6,108.0,4.0,0.7,,Mindfulness,Control,Netherlands,no,1.universal,12,257,Some,High,Some,High,Some,N,NR
VanBerkel 2014,Mindfulness,MAAS Dutch,Mindfulness,Baseline,U,passive,Randomized controlled trial,129.0,4.0,0.6,128.0,4.0,0.7,,Mindfulness,Control,Netherlands,no,1.universal,12,257,Some,High,Some,High,Some,N,NR
VanBerkel 2014,Mindfulness,MAAS Dutch,Mindfulness,Postintervention,U,passive,Randomized controlled trial,113.0,4.0,0.6,110.0,4.0,0.8,,Mindfulness,Control,Netherlands,no,1.universal,12,257,Some,High,Some,High,Some,N,NR
VanBerkel 2014,Real life functioning,Utrecht Work Engagement Scale (Dutch validated),Work engagement,1-6months,U,passive,Randomized controlled trial,120.0,3.9,0.9,110.0,4.0,0.9,,Mindfulness,Control,Netherlands,no,1.universal,12,257,Some,High,Some,High,Some,N,NR
VanBerkel 2014,Real life functioning,Utrecht Work Engagement Scale (Dutch validated),Work engagement,Baseline,U,passive,Randomized controlled trial,129.0,4.1,0.8,126.0,4.0,0.9,,Mindfulness,Control,Netherlands,no,1.universal,12,257,Some,High,Some,High,Some,N,NR
VanBerkel 2014,Real life functioning,Utrecht Work Engagement Scale (Dutch validated),Work engagement,Postintervention,U,passive,Randomized controlled trial,115.0,4.0,0.9,107.0,4.0,0.9,,Mindfulness,Control,Netherlands,no,1.universal,12,257,Some,High,Some,High,Some,N,NR
VanDam 2014,Anxiety,STICSA- Included,Anxiety,1-6months,D,passive,Randomized controlled trial,21.0,37.78,6.28,13.0,47.38,8.22,,Mindfulness,Control,US,yes,3.indicated,22,56,Some,High,High,High,Some,NR,N
VanDam 2014,Anxiety,STICSA- Included,Anxiety,Baseline,D,passive,Randomized controlled trial,21.0,46.87,7.69,13.0,48.85,10.19,,Mindfulness,Control,US,yes,3.indicated,22,56,Some,High,High,High,Some,NR,N
VanDam 2014,Depression,CES-D R,Depression,1-6months,D,passive,Randomized controlled trial,21.0,31.48,7.23,13.0,42.77,11.23,,Mindfulness,Control,US,yes,3.indicated,22,56,Some,High,High,High,Some,NR,N
VanDam 2014,Depression,CES-D R,Depression,Baseline,D,passive,Randomized controlled trial,21.0,45.09,13.5,13.0,44.69,16.93,,Mindfulness,Control,US,yes,3.indicated,22,56,Some,High,High,High,Some,NR,N
VanDam 2014,Distress,PSS-10,Perceived stress,1-6months,D,passive,Randomized controlled trial,21.0,30.7,2.34,13.0,32.31,2.96,,Mindfulness,Control,US,yes,3.indicated,22,56,Some,High,High,High,Some,NR,N
VanDam 2014,Distress,PSS-10,Perceived stress,Baseline,D,passive,Randomized controlled trial,21.0,32.5,2.33,13.0,32.46,3.18,,Mindfulness,Control,US,yes,3.indicated,22,56,Some,High,High,High,Some,NR,N
VanDam 2014,Mindfulness,,Mindfulness -FFMQ,1-6months,U,passive,Randomized controlled trial,21.0,120.78,16.59,13.0,114.54,15.94,,Mindfulness,Control,US,yes,3.indicated,22,56,Some,High,High,High,Some,NR,N
VanDam 2014,Mindfulness,,Mindfulness -FFMQ,Baseline,U,passive,Randomized controlled trial,21.0,107.78,14.67,13.0,114.08,21.9,,Mindfulness,Control,US,yes,3.indicated,22,56,Some,High,High,High,Some,NR,N
VanDam 2014,Relationship with self,SCS-26,Self-compassion,1-6months,U,passive,Randomized controlled trial,21.0,2.96,0.54,13.0,2.61,0.65,,Mindfulness,Control,US,yes,3.indicated,22,56,Some,High,High,High,Some,NR,N
VanDam 2014,Relationship with self,SCS-26,Self-compassion,Baseline,U,passive,Randomized controlled trial,21.0,2.56,0.51,13.0,2.49,0.77,,Mindfulness,Control,US,yes,3.indicated,22,56,Some,High,High,High,Some,NR,N
Verweij 2018,Mental wellbeing,Mental Health Continuum,Wellbeing,Baseline,U,passive,Randomized controlled trial,80.0,3.0,0.8,68.0,3.0,0.7,,Mindfulness,Control,Netherlands,no,2.selective,26,148,Some,High,Low,High,Some,Y,N
Verweij 2018,Mental wellbeing,Mental Health Continuum,Wellbeing,Postintervention,U,passive,Randomized controlled trial,71.0,3.3,0.6,67.0,3.1,0.9,,Mindfulness,Control,Netherlands,no,2.selective,26,148,Some,High,Low,High,Some,Y,N
Verweij 2018,Mindfulness,FFMQ Dutch validation,Mindfulness,Baseline,U,passive,Randomized controlled trial,80.0,74.5,11.3,68.0,74.7,10.9,,Mindfulness,Control,Netherlands,no,2.selective,26,148,Some,High,Low,High,Some,Y,N
Verweij 2018,Mindfulness,FFMQ Dutch validation,Mindfulness,Postintervention,U,passive,Randomized controlled trial,71.0,79.3,10.3,67.0,76.2,10.8,,Mindfulness,Control,Netherlands,no,2.selective,26,148,Some,High,Low,High,Some,Y,N
Verweij 2018,Real life functioning,MBI Dutch validated subscales,Burnout,Baseline,D,passive,Randomized controlled trial,80.0,16.5,7.8,68.0,14.5,7.1,,Mindfulness,Control,Netherlands,no,2.selective,26,148,Some,High,Low,High,Some,Y,N
Verweij 2018,Real life functioning,MBI Dutch validated subscales,Burnout,Postintervention,D,passive,Randomized controlled trial,71.0,15.0,5.7,67.0,13.7,7.8,,Mindfulness,Control,Netherlands,no,2.selective,26,148,Some,High,Low,High,Some,Y,N
Verweij 2018,Relationship with self,SCS-SF 12 item Dutch validated,Self-compassion,Baseline,U,passive,Randomized controlled trial,80.0,3.9,1.0,68.0,3.8,1.1,,Mindfulness,Control,Netherlands,no,2.selective,26,148,Some,High,Low,High,Some,Y,N
Verweij 2018,Relationship with self,SCS-SF 12 item Dutch validated,Self-compassion,Postintervention,U,passive,Randomized controlled trial,71.0,4.3,1.0,67.0,3.9,1.1,,Mindfulness,Control,Netherlands,no,2.selective,26,148,Some,High,Low,High,Some,Y,N
Vieten 2008,Depression,CES-D,Depression,Baseline,D,passive,Randomized controlled trial,13.0,20.4,8.4,18.0,14.2,5.4,,Mindfulness,Control,US,yes,3.indicated,16,34,Some,High,Low,High,Some,NR,N
Vieten 2008,Depression,CES-D,Depression,Postintervention,D,passive,Randomized controlled trial,13.0,16.2,7.3,18.0,17.2,7.4,,Mindfulness,Control,US,yes,3.indicated,16,34,Some,High,Low,High,Some,NR,N
Vieten 2008,Distress,PSS,Perceived stress,Baseline,D,passive,Randomized controlled trial,13.0,20.1,5.1,18.0,17.1,5.0,,Mindfulness,Control,US,yes,3.indicated,16,34,Some,High,Low,High,Some,NR,N
Vieten 2008,Distress,PSS,Perceived stress,Postintervention,D,passive,Randomized controlled trial,13.0,15.9,5.7,18.0,16.9,4.6,,Mindfulness,Control,US,yes,3.indicated,16,34,Some,High,Low,High,Some,NR,N
Vieten 2008,Mindfulness,MAAS,Mindfulness,Baseline,U,passive,Randomized controlled trial,13.0,3.6,0.76,18.0,3.8,0.57,,Mindfulness,Control,US,yes,3.indicated,16,34,Some,High,Low,High,Some,NR,N
Vieten 2008,Mindfulness,MAAS,Mindfulness,Postintervention,U,passive,Randomized controlled trial,13.0,3.8,0.82,18.0,3.6,0.72,,Mindfulness,Control,US,yes,3.indicated,16,34,Some,High,Low,High,Some,NR,N
Woolhouse 2014,Anxiety,DASS-21,Anxiety,Baseline,D,passive,Randomized controlled trial,13.0,8.62,7.72,10.0,7.0,8.34,,Mindfulness,Control,Australia,no,2.selective,12,32,Low,High,Some,High,Some,N,NR
Woolhouse 2014,Anxiety,DASS-21,Anxiety,Postintervention,D,passive,Randomized controlled trial,13.0,4.62,3.95,10.0,4.8,5.9,,Mindfulness,Control,Australia,no,2.selective,12,32,Low,High,Some,High,Some,N,NR
Woolhouse 2014,Depression,CES-D,Depression,Baseline,D,passive,Randomized controlled trial,13.0,14.42,10.05,10.0,13.7,8.0,,Mindfulness,Control,Australia,no,2.selective,12,32,Low,High,Some,High,Some,N,NR
Woolhouse 2014,Depression,CES-D,Depression,Postintervention,D,passive,Randomized controlled trial,13.0,12.08,4.17,10.0,10.1,8.72,,Mindfulness,Control,Australia,no,2.selective,12,32,Low,High,Some,High,Some,N,NR
Woolhouse 2014,Distress,PSS-10,Perceived stress,Baseline,D,passive,Randomized controlled trial,13.0,17.92,7.14,10.0,16.9,7.08,,Mindfulness,Control,Australia,no,2.selective,12,32,Low,High,Some,High,Some,N,NR
Woolhouse 2014,Distress,PSS-10,Perceived stress,Postintervention,D,passive,Randomized controlled trial,13.0,16.54,6.12,10.0,14.4,8.41,,Mindfulness,Control,Australia,no,2.selective,12,32,Low,High,Some,High,Some,N,NR
Woolhouse 2014,Mindfulness,FFMQ,Mindfulness,Baseline,U,passive,Randomized controlled trial,13.0,121.55,23.65,10.0,126.5,15.77,,Mindfulness,Control,Australia,no,2.selective,12,32,Low,High,Some,High,Some,N,NR
Woolhouse 2014,Mindfulness,FFMQ,Mindfulness,Postintervention,U,passive,Randomized controlled trial,13.0,134.55,20.55,10.0,133.5,12.43,,Mindfulness,Control,Australia,no,2.selective,12,32,Low,High,Some,High,Some,N,NR
Xu 2015,Distress,Brief Profile of Mood State (POMS) in the last week,Mood,Baseline,D,passive,Randomized controlled trial,45.0,33.9,18.0,45.0,33.7,19.6,,Mindfulness,Control,China,no,1.universal,30,90,Some,High,High,High,Some,NR,NR
Xu 2015,Distress,Brief Profile of Mood State (POMS) in the last week,Mood,Postintervention,D,passive,Randomized controlled trial,38.0,29.3,14.8,41.0,33.9,19.0,,Mindfulness,Control,China,no,1.universal,30,90,Some,High,High,High,Some,NR,NR
Xu 2015,Mindfulness,Five Facet Mindfulness Questionnaire (FFMQ),Mindfulness,Baseline,U,passive,Randomized controlled trial,45.0,121.2,12.5,45.0,118.2,14.6,,Mindfulness,Control,China,no,1.universal,30,90,Some,High,High,High,Some,NR,NR
Xu 2015,Mindfulness,Five Facet Mindfulness Questionnaire (FFMQ),Mindfulness,Postintervention,U,passive,Randomized controlled trial,38.0,125.9,11.9,41.0,117.7,15.9,,Mindfulness,Control,China,no,1.universal,30,90,Some,High,High,High,Some,NR,NR
Yazdanimehr 2016,Anxiety,BAI,Anxiety,1-6months,D,passive,Randomized controlled trial,30.0,10.8,6.8,33.0,20.78,6.18,,Mindfulness,Control,Iran,no,2.selective,12,80,Some,High,High,High,Some,N,Y
Yazdanimehr 2016,Anxiety,BAI,Anxiety,Baseline,D,passive,Randomized controlled trial,30.0,19.76,6.33,33.0,20.24,6.11,,Mindfulness,Control,Iran,no,2.selective,12,80,Some,High,High,High,Some,N,Y
Yazdanimehr 2016,Anxiety,BAI,Anxiety,Postintervention,D,passive,Randomized controlled trial,30.0,10.86,4.48,33.0,20.54,6.75,,Mindfulness,Control,Iran,no,2.selective,12,80,Some,High,High,High,Some,N,Y
Yazdanimehr 2016,Depression,Edinburgh Postnatal Depression Scale,Depression,1-6months,D,passive,Randomized controlled trial,30.0,9.03,2.95,33.0,16.03,2.45,,Mindfulness,Control,Iran,no,2.selective,12,80,Some,High,High,High,Some,N,Y
Yazdanimehr 2016,Depression,Edinburgh Postnatal Depression Scale,Depression,Baseline,D,passive,Randomized controlled trial,30.0,16.83,2.7,33.0,16.63,2.64,,Mindfulness,Control,Iran,no,2.selective,12,80,Some,High,High,High,Some,N,Y
Yazdanimehr 2016,Depression,Edinburgh Postnatal Depression Scale,Depression,Postintervention,D,passive,Randomized controlled trial,30.0,9.93,2.81,33.0,15.84,2.77,,Mindfulness,Control,Iran,no,2.selective,12,80,Some,High,High,High,Some,N,Y
Yazdanimehr 2016,Distress,short form of Health Survey (SF-36) mental health subscale,Mental health,1-6months,U,passive,Randomized controlled trial,30.0,51.53,6.54,33.0,45.63,6.54,,Mindfulness,Control,Iran,no,2.selective,12,80,Some,High,High,High,Some,N,Y
Yazdanimehr 2016,Distress,short form of Health Survey (SF-36) mental health subscale,Mental health,Baseline,U,passive,Randomized controlled trial,30.0,45.43,9.39,33.0,47.84,6.94,,Mindfulness,Control,Iran,no,2.selective,12,80,Some,High,High,High,Some,N,Y
Yazdanimehr 2016,Distress,short form of Health Survey (SF-36) mental health subscale,Mental health,Postintervention,U,passive,Randomized controlled trial,30.0,50.86,8.55,33.0,45.48,6.91,,Mindfulness,Control,Iran,no,2.selective,12,80,Some,High,High,High,Some,N,Y
Zhang 2018,Anxiety,Spielberger Anxiety Scale State and Trait,Anxiety,Baseline,D,passive,Randomized controlled trial,28.0,34.19,3.91,30.0,34.97,4.16,,Mindfulness,Control,China,no,2.selective,12,66,Some,High,High,High,Some,N,NR
Zhang 2018,Anxiety,Spielberger Anxiety Scale State and Trait,Anxiety,Postintervention,D,passive,Randomized controlled trial,28.0,31.72,4.78,30.0,35.78,4.84,,Mindfulness,Control,China,no,2.selective,12,66,Some,High,High,High,Some,N,NR
Zhang 2018,Depression,Self-rating Depression Scale,depression,Baseline,D,passive,Randomized controlled trial,28.0,51.75,7.39,30.0,52.06,6.33,,Mindfulness,Control,China,no,2.selective,12,66,Some,High,High,High,Some,N,NR
Zhang 2018,Depression,Self-rating Depression Scale,depression,Postintervention,D,passive,Randomized controlled trial,28.0,51.38,7.66,30.0,51.97,6.7,,Mindfulness,Control,China,no,2.selective,12,66,Some,High,High,High,Some,N,NR
DamiaoNeto 2019,Anxiety,DASS-21 subscale,Anxiety,Baseline,D,active-nonspecific,Randomized controlled trial,70.0,4.37,3.5,71.0,3.87,3.57,,Mindfulness,Control,Brazil,no,1.universal,12,141,Some,Some,High,High,Some,N,Y
DamiaoNeto 2019,Anxiety,DASS-21 subscale,Anxiety,Postintervention,D,active-nonspecific,Randomized controlled trial,70.0,3.74,3.47,71.0,3.57,3.45,,Mindfulness,Control,Brazil,no,1.universal,12,141,Some,Some,High,High,Some,N,Y
DamiaoNeto 2019,Depression,DASS-21 subscale,Depression,Baseline,D,active-nonspecific,Randomized controlled trial,70.0,4.47,4.24,71.0,3.82,3.77,,Mindfulness,Control,Brazil,no,1.universal,12,141,Some,Some,High,High,Some,N,Y
DamiaoNeto 2019,Depression,DASS-21 subscale,Depression,Postintervention,D,active-nonspecific,Randomized controlled trial,70.0,3.91,3.34,71.0,3.97,3.28,,Mindfulness,Control,Brazil,no,1.universal,12,141,Some,Some,High,High,Some,N,Y
DamiaoNeto 2019,Distress,DASS-21 subscale,Stress,Baseline,D,active-nonspecific,Randomized controlled trial,70.0,8.68,4.16,71.0,7.54,3.98,,Mindfulness,Control,Brazil,no,1.universal,12,141,Some,Some,High,High,Some,N,Y
DamiaoNeto 2019,Distress,DASS-21 subscale,Stress,Postintervention,D,active-nonspecific,Randomized controlled trial,70.0,8.18,4.03,71.0,7.76,4.4,,Mindfulness,Control,Brazil,no,1.universal,12,141,Some,Some,High,High,Some,N,Y
DamiaoNeto 2019,Mindfulness,FFMQ,Mindfulness,Baseline,U,active-nonspecific,Randomized controlled trial,70.0,114.09,17.99,71.0,119.9,15.73,,Mindfulness,Control,Brazil,no,1.universal,12,141,Some,Some,High,High,Some,N,Y
DamiaoNeto 2019,Mindfulness,FFMQ,Mindfulness,Postintervention,U,active-nonspecific,Randomized controlled trial,70.0,115.76,20.38,71.0,116.3,17.04,,Mindfulness,Control,Brazil,no,1.universal,12,141,Some,Some,High,High,Some,N,Y
Ireland 2017,Distress,PSS,Perceived Stress,Baseline,D,active-nonspecific,Randomized controlled trial,23.0,2.78,0.55,21.0,2.55,0.62,,Mindfulness,Control,Australia,no,2.selective,10,44,Some,High,Some,High,Some,N,NR
Ireland 2017,Distress,PSS,Perceived Stress,Postintervention,D,active-nonspecific,Randomized controlled trial,23.0,2.42,0.43,21.0,2.61,0.62,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,Australia,no,2.selective,10,44,Some,High,Some,High,Some,N,NR
Ireland 2017,Real life functioning,Copenhagen Burnout Inventory (CBI),Psychological burnout,Baseline,D,active-nonspecific,Randomized controlled trial,23.0,2.55,0.52,21.0,2.65,0.75,,Mindfulness,Control,Australia,no,2.selective,10,44,Some,High,Some,High,Some,N,NR
Ireland 2017,Real life functioning,Copenhagen Burnout Inventory (CBI),Psychological burnout,Postintervention,D,active-nonspecific,Randomized controlled trial,23.0,2.35,0.49,21.0,2.81,0.87,arm1.n=assumed-by-review-authors;arm2.n=assumed-by-review-authors,Mindfulness,Control,Australia,no,2.selective,10,44,Some,High,Some,High,Some,N,NR
Norouzi 2020,Anxiety,BAI,Anxiety,1-6months,D,active-nonspecific,Randomized controlled trial,20.0,16.4,5.8,20.0,26.7,5.8,,Mindfulness,Control,Iran,no,1.universal,24,40,Some,Some,Low,High,Some,NR,NR
Norouzi 2020,Anxiety,BAI,Anxiety,Baseline,D,active-nonspecific,Randomized controlled trial,20.0,27.7,9.8,20.0,26.2,6.1,,Mindfulness,Control,Iran,no,1.universal,24,40,Some,Some,Low,High,Some,NR,NR
Norouzi 2020,Anxiety,BAI,Anxiety,Postintervention,D,active-nonspecific,Randomized controlled trial,20.0,11.9,3.4,20.0,27.0,6.4,,Mindfulness,Control,Iran,no,1.universal,24,40,Some,Some,Low,High,Some,NR,NR
Norouzi 2020,Depression,Montgomery-Asberg Depression Rating Scale (MADRS),Depression,1-6months,D,active-nonspecific,Randomized controlled trial,20.0,12.4,3.2,20.0,16.4,4.8,,Mindfulness,Control,Iran,no,1.universal,24,40,Some,Some,Low,High,Some,NR,NR
Norouzi 2020,Depression,Montgomery-Asberg Depression Rating Scale (MADRS),Depression,Baseline,D,active-nonspecific,Randomized controlled trial,20.0,22.9,8.0,20.0,17.4,5.2,,Mindfulness,Control,Iran,no,1.universal,24,40,Some,Some,Low,High,Some,NR,NR
Norouzi 2020,Depression,Montgomery-Asberg Depression Rating Scale (MADRS),Depression,Postintervention,D,active-nonspecific,Randomized controlled trial,20.0,9.4,2.5,20.0,17.1,5.2,,Mindfulness,Control,Iran,no,1.universal,24,40,Some,Some,Low,High,Some,NR,NR
Norouzi 2020,Distress,PSS-14,Perceived Stress,1-6months,D,active-nonspecific,Randomized controlled trial,20.0,22.8,9.2,20.0,30.5,12.2,,Mindfulness,Control,Iran,no,1.universal,24,40,Some,Some,Low,High,Some,NR,NR
Norouzi 2020,Distress,PSS-14,Perceived Stress,Baseline,D,active-nonspecific,Randomized controlled trial,20.0,30.2,12.0,20.0,29.5,12.0,,Mindfulness,Control,Iran,no,1.universal,24,40,Some,Some,Low,High,Some,NR,NR
Norouzi 2020,Distress,PSS-14,Perceived Stress,Postintervention,D,active-nonspecific,Randomized controlled trial,20.0,12.6,4.8,20.0,30.3,12.1,,Mindfulness,Control,Iran,no,1.universal,24,40,Some,Some,Low,High,Some,NR,NR
Norouzi 2020,Mental wellbeing,Ryff Scales of Psychological Well-being Scale,Wellbeing,1-6months,U,active-nonspecific,Randomized controlled trial,20.0,320.7,46.1,20.0,297.3,43.0,,Mindfulness,Control,Iran,no,1.universal,24,40,Some,Some,Low,High,Some,NR,NR
Norouzi 2020,Mental wellbeing,Ryff Scales of Psychological Well-being Scale,Wellbeing,Baseline,U,active-nonspecific,Randomized controlled trial,20.0,255.0,52.3,20.0,281.5,40.4,,Mindfulness,Control,Iran,no,1.universal,24,40,Some,Some,Low,High,Some,NR,NR
Norouzi 2020,Mental wellbeing,Ryff Scales of Psychological Well-being Scale,Wellbeing,Postintervention,U,active-nonspecific,Randomized controlled trial,20.0,386.5,37.9,20.0,277.6,38.3,,Mindfulness,Control,Iran,no,1.universal,24,40,Some,Some,Low,High,Some,NR,NR
Agee 2009,Distress,Brief Symptom Inventory (BSI),Psychological Distress,Baseline,D,active-specific,Randomized controlled trial,19.0,0.83,0.54,24.0,0.61,0.28,,Mindfulness,Control,US,yes,1.universal,5,43,Some,High,High,High,High,NR,Y
Agee 2009,Distress,Brief Symptom Inventory (BSI),Psychological Distress,Postintervention,D,active-specific,Randomized controlled trial,18.0,0.6,0.51,18.0,0.43,0.26,,Mindfulness,Control,US,yes,1.universal,5,43,Some,High,High,High,High,NR,Y
Agee 2009,Mindfulness,MAAS,Mindfulness (trait),Baseline,U,active-specific,Randomized controlled trial,19.0,3.5,0.83,24.0,3.58,0.85,,Mindfulness,Control,US,yes,1.universal,5,43,Some,High,High,High,High,NR,Y
Agee 2009,Mindfulness,MAAS,Mindfulness (trait),Postintervention,U,active-specific,Randomized controlled trial,18.0,3.84,0.65,18.0,3.98,0.59,,Mindfulness,Control,US,yes,1.universal,5,43,Some,High,High,High,High,NR,Y
Anclair 2018,Distress,PSS,Stress,Baseline,D,active-specific,Randomized controlled trial,11.0,35.44,5.1,10.0,34.5,5.01,,Mindfulness,Control,Sweden,no,2.selective,16,21,Some,High,Some,High,Some,NR,N
Anclair 2018,Distress,PSS,Stress,Postintervention,D,active-specific,Randomized controlled trial,9.0,24.0,4.79,10.0,24.2,6.82,,Mindfulness,Control,Sweden,no,2.selective,16,21,Some,High,Some,High,Some,NR,N
Anclair 2018,Real life functioning,Shirom-Melamed  Burnout  Questionnaire,Burnout,Baseline,D,active-specific,Randomized controlled trial,11.0,4.91,0.8,10.0,4.62,0.75,,Mindfulness,Control,Sweden,no,2.selective,16,21,Some,High,Some,High,Some,NR,N
Anclair 2018,Real life functioning,Shirom-Melamed  Burnout  Questionnaire,Burnout,Postintervention,D,active-specific,Randomized controlled trial,9.0,3.79,0.9,10.0,3.44,1.0,,Mindfulness,Control,Sweden,no,2.selective,16,21,Some,High,Some,High,Some,NR,N
Beattie 2017,Depression,EDPS,Depression,1-6months,D,active-specific,Randomized controlled trial,8.0,5.1,4.26,10.0,5.4,5.01,,Mindfulness,Control,Australia,no,2.selective,16,48,Low,Some,High,High,Low,N,Y
Beattie 2017,Depression,EDPS,Depression,Baseline,D,active-specific,Randomized controlled trial,11.0,5.3,3.09,11.0,5.6,3.54,,Mindfulness,Control,Australia,no,2.selective,16,48,Low,Some,High,High,Low,N,Y
